Venta_ID,Fecha_facturacion,Año,Mes,MesNombre,Total_ventas,Ganancia,Margen,Unidades_vendidas,Precio_unitario,Minorista_ID,Ciudad_ID,Cat_Producto_ID,Metodo_venta_ID,Minorista,Minorista_Codigo,Ciudad_ID_minorista,Ciudad,Estado_ID,Region_ID,Estado,Region,Metodo_venta,Cat_Producto
569,2020-03-11,2020,3,2020-03,285000.00000000006,99750.00000000003,0.35000000000000003,475,60.00000000000001,17,8,3,1,West Gear,1128299,8,"Las Vegas, Estados Unidos",28,3,Nevada,West,In-store,Women's Street Footwear
570,2020-03-12,2020,3,2020-03,285000.00000000006,85500.00000000001,0.3,475,60.00000000000001,17,8,4,1,West Gear,1128299,8,"Las Vegas, Estados Unidos",28,3,Nevada,West,In-store,Women's Athletic Footwear
571,2020-03-13,2020,3,2020-03,280000.0,140000.00000000003,0.5000000000000001,400,70.0,17,8,5,1,West Gear,1128299,8,"Las Vegas, Estados Unidos",28,3,Nevada,West,In-store,Men's Apparel
572,2020-03-14,2020,3,2020-03,375000.00000000006,56250.000000000015,0.15000000000000002,500,75.00000000000001,17,8,6,1,West Gear,1128299,8,"Las Vegas, Estados Unidos",28,3,Nevada,West,In-store,Women's Apparel
573,2020-03-15,2020,3,2020-03,127500.0,44625.00000000001,0.35000000000000003,425,30.0,17,8,1,1,West Gear,1128299,8,"Las Vegas, Estados Unidos",28,3,Nevada,West,In-store,Men's Street Footwear
574,2020-03-16,2020,3,2020-03,170000.0,34000.0,0.2,425,40.0,17,8,2,1,West Gear,1128299,8,"Las Vegas, Estados Unidos",28,3,Nevada,West,In-store,Men's Athletic Footwear
575,2020-03-17,2020,3,2020-03,170000.0,59500.00000000001,0.35000000000000003,425,40.0,17,8,3,1,West Gear,1128299,8,"Las Vegas, Estados Unidos",28,3,Nevada,West,In-store,Women's Street Footwear
576,2020-03-18,2020,3,2020-03,110000.0,33000.0,0.3,275,40.0,17,8,4,1,West Gear,1128299,8,"Las Vegas, Estados Unidos",28,3,Nevada,West,In-store,Women's Athletic Footwear
577,2020-03-19,2020,3,2020-03,101250.0,50625.0,0.5,225,45.0,18,9,5,1,West Gear,1128299,9,"Denver, Estados Unidos",6,3,Colorado,West,In-store,Men's Apparel
578,2020-03-20,2020,3,2020-03,190000.0,28500.000000000004,0.15000000000000002,475,40.0,18,9,6,1,West Gear,1128299,9,"Denver, Estados Unidos",6,3,Colorado,West,In-store,Women's Apparel
579,2020-03-21,2020,3,2020-03,157500.0,55125.00000000001,0.35000000000000003,525,30.0,18,9,1,1,West Gear,1128299,9,"Denver, Estados Unidos",6,3,Colorado,West,In-store,Men's Street Footwear
580,2020-03-22,2020,3,2020-03,170000.0,34000.0,0.2,425,40.0,18,9,2,1,West Gear,1128299,9,"Denver, Estados Unidos",6,3,Colorado,West,In-store,Men's Athletic Footwear
581,2020-03-23,2020,3,2020-03,170000.0,59500.00000000001,0.35000000000000003,425,40.0,18,9,3,1,West Gear,1128299,9,"Denver, Estados Unidos",6,3,Colorado,West,In-store,Women's Street Footwear
582,2020-03-24,2020,3,2020-03,110000.0,33000.0,0.3,275,40.0,18,9,4,1,West Gear,1128299,9,"Denver, Estados Unidos",6,3,Colorado,West,In-store,Women's Athletic Footwear
583,2020-03-25,2020,3,2020-03,90000.0,45000.0,0.5,200,45.0,18,9,5,1,West Gear,1128299,9,"Denver, Estados Unidos",6,3,Colorado,West,In-store,Men's Apparel
584,2020-03-26,2020,3,2020-03,160000.0,24000.000000000004,0.15000000000000002,400,40.0,18,9,6,1,West Gear,1128299,9,"Denver, Estados Unidos",6,3,Colorado,West,In-store,Women's Apparel
585,2020-03-27,2020,3,2020-03,220000.0,77000.00000000001,0.35000000000000003,550,40.0,18,9,1,1,West Gear,1128299,9,"Denver, Estados Unidos",6,3,Colorado,West,In-store,Men's Street Footwear
586,2020-03-28,2020,3,2020-03,199999.99999999997,40000.0,0.2,400,49.99999999999999,18,9,2,1,West Gear,1128299,9,"Denver, Estados Unidos",6,3,Colorado,West,In-store,Men's Athletic Footwear
587,2020-03-29,2020,3,2020-03,219999.99999999997,77000.0,0.35000000000000003,400,55.0,18,9,3,1,West Gear,1128299,9,"Denver, Estados Unidos",6,3,Colorado,West,In-store,Women's Street Footwear
588,2020-03-30,2020,3,2020-03,164999.99999999997,49499.99999999999,0.3,300,55.0,18,9,4,1,West Gear,1128299,9,"Denver, Estados Unidos",6,3,Colorado,West,In-store,Women's Athletic Footwear
589,2020-03-31,2020,3,2020-03,90000.0,45000.0,0.5,150,60.0,18,9,5,1,West Gear,1128299,9,"Denver, Estados Unidos",6,3,Colorado,West,In-store,Men's Apparel
590,2020-04-01,2020,4,2020-04,192499.99999999997,28875.0,0.15000000000000002,350,55.0,18,9,6,1,West Gear,1128299,9,"Denver, Estados Unidos",6,3,Colorado,West,In-store,Women's Apparel
591,2020-04-02,2020,4,2020-04,315000.0,110250.00000000001,0.35000000000000003,525,60.0,18,9,1,1,West Gear,1128299,9,"Denver, Estados Unidos",6,3,Colorado,West,In-store,Men's Street Footwear
592,2020-04-03,2020,4,2020-04,211250.0,42250.0,0.2,325,65.0,18,9,2,1,West Gear,1128299,9,"Denver, Estados Unidos",6,3,Colorado,West,In-store,Men's Athletic Footwear
593,2020-04-04,2020,4,2020-04,243750.0,85312.50000000001,0.35000000000000003,375,65.0,18,9,3,1,West Gear,1128299,9,"Denver, Estados Unidos",6,3,Colorado,West,In-store,Women's Street Footwear
594,2020-04-05,2020,4,2020-04,165000.0,49500.0,0.3,275,60.0,18,9,4,1,West Gear,1128299,9,"Denver, Estados Unidos",6,3,Colorado,West,In-store,Women's Athletic Footwear
595,2020-04-06,2020,4,2020-04,113750.0,56875.0,0.5,175,65.0,18,9,5,1,West Gear,1128299,9,"Denver, Estados Unidos",6,3,Colorado,West,In-store,Men's Apparel
596,2020-04-07,2020,4,2020-04,260000.0,39000.00000000001,0.15000000000000002,325,80.0,18,9,6,1,West Gear,1128299,9,"Denver, Estados Unidos",6,3,Colorado,West,In-store,Women's Apparel
597,2020-04-08,2020,4,2020-04,315000.0,157500.0,0.5,525,60.0,18,9,1,1,West Gear,1128299,9,"Denver, Estados Unidos",6,3,Colorado,West,In-store,Men's Street Footwear
598,2020-04-09,2020,4,2020-04,243750.0,85312.5,0.35,375,65.0,18,9,2,1,West Gear,1128299,9,"Denver, Estados Unidos",6,3,Colorado,West,In-store,Men's Athletic Footwear
599,2020-04-10,2020,4,2020-04,243750.0,121875.0,0.5,375,65.0,18,9,3,1,West Gear,1128299,9,"Denver, Estados Unidos",6,3,Colorado,West,In-store,Women's Street Footwear
600,2020-04-11,2020,4,2020-04,165000.0,74249.99999999999,0.44999999999999996,275,60.0,18,9,4,1,West Gear,1128299,9,"Denver, Estados Unidos",6,3,Colorado,West,In-store,Women's Athletic Footwear
601,2020-04-12,2020,4,2020-04,113750.0,73937.50000000001,0.6500000000000001,175,65.0,18,9,5,1,West Gear,1128299,9,"Denver, Estados Unidos",6,3,Colorado,West,In-store,Men's Apparel
602,2020-04-13,2020,4,2020-04,380000.0,114000.0,0.3,475,80.0,18,9,6,1,West Gear,1128299,9,"Denver, Estados Unidos",6,3,Colorado,West,In-store,Women's Apparel
603,2020-04-14,2020,4,2020-04,435000.0,217500.0,0.5,725,60.0,18,9,1,1,West Gear,1128299,9,"Denver, Estados Unidos",6,3,Colorado,West,In-store,Men's Street Footwear
604,2020-04-15,2020,4,2020-04,373750.0,130812.49999999999,0.35,575,65.0,18,9,2,1,West Gear,1128299,9,"Denver, Estados Unidos",6,3,Colorado,West,In-store,Men's Athletic Footwear
605,2020-04-16,2020,4,2020-04,373750.0,186875.0,0.5,575,65.0,18,9,3,1,West Gear,1128299,9,"Denver, Estados Unidos",6,3,Colorado,West,In-store,Women's Street Footwear
606,2020-04-17,2020,4,2020-04,292500.0,131625.0,0.44999999999999996,450,65.0,18,9,4,1,West Gear,1128299,9,"Denver, Estados Unidos",6,3,Colorado,West,In-store,Women's Athletic Footwear
607,2020-04-18,2020,4,2020-04,227500.0,147875.00000000003,0.6500000000000001,325,70.0,18,9,5,1,West Gear,1128299,9,"Denver, Estados Unidos",6,3,Colorado,West,In-store,Men's Apparel
608,2020-04-19,2020,4,2020-04,531250.0000000001,159375.00000000003,0.3,625,85.00000000000001,18,9,6,1,West Gear,1128299,9,"Denver, Estados Unidos",6,3,Colorado,West,In-store,Women's Apparel
609,2020-04-20,2020,4,2020-04,503750.0,226687.5,0.45,775,65.0,18,9,1,1,West Gear,1128299,9,"Denver, Estados Unidos",6,3,Colorado,West,In-store,Men's Street Footwear
610,2020-04-21,2020,4,2020-04,437500.0,131250.0,0.3,625,70.0,18,9,2,1,West Gear,1128299,9,"Denver, Estados Unidos",6,3,Colorado,West,In-store,Men's Athletic Footwear
611,2020-04-22,2020,4,2020-04,402500.0,181125.0,0.45,575,70.0,18,9,3,1,West Gear,1128299,9,"Denver, Estados Unidos",6,3,Colorado,West,In-store,Women's Street Footwear
612,2020-04-23,2020,4,2020-04,308750.0,123499.99999999999,0.39999999999999997,475,65.0,18,9,4,1,West Gear,1128299,9,"Denver, Estados Unidos",6,3,Colorado,West,In-store,Women's Athletic Footwear
613,2020-04-24,2020,4,2020-04,367500.0,220500.00000000003,0.6000000000000001,525,70.0,18,9,5,1,West Gear,1128299,9,"Denver, Estados Unidos",6,3,Colorado,West,In-store,Men's Apparel
614,2020-04-25,2020,4,2020-04,446250.00000000006,111562.50000000001,0.25,525,85.00000000000001,18,9,6,1,West Gear,1128299,9,"Denver, Estados Unidos",6,3,Colorado,West,In-store,Women's Apparel
615,2020-04-26,2020,4,2020-04,507500.0,228375.0,0.45,725,70.0,18,9,1,1,West Gear,1128299,9,"Denver, Estados Unidos",6,3,Colorado,West,In-store,Men's Street Footwear
616,2020-04-27,2020,4,2020-04,506250.0000000001,151875.00000000003,0.3,675,75.00000000000001,18,9,2,1,West Gear,1128299,9,"Denver, Estados Unidos",6,3,Colorado,West,In-store,Men's Athletic Footwear
617,2020-04-28,2020,4,2020-04,385000.0,173250.0,0.45,550,70.0,18,9,3,1,West Gear,1128299,9,"Denver, Estados Unidos",6,3,Colorado,West,In-store,Women's Street Footwear
618,2020-04-29,2020,4,2020-04,350000.0,140000.0,0.39999999999999997,500,70.0,18,9,4,1,West Gear,1128299,9,"Denver, Estados Unidos",6,3,Colorado,West,In-store,Women's Athletic Footwear
619,2020-04-30,2020,4,2020-04,375000.0,225000.00000000003,0.6000000000000001,500,75.0,18,9,5,1,West Gear,1128299,9,"Denver, Estados Unidos",6,3,Colorado,West,In-store,Men's Apparel
620,2020-05-01,2020,5,2020-05,320000.0,80000.0,0.25,400,80.0,18,9,6,1,West Gear,1128299,9,"Denver, Estados Unidos",6,3,Colorado,West,In-store,Women's Apparel
621,2020-05-02,2020,5,2020-05,390000.00000000006,156000.00000000003,0.4,600,65.00000000000001,18,9,1,1,West Gear,1128299,9,"Denver, Estados Unidos",6,3,Colorado,West,In-store,Men's Street Footwear
622,2020-05-03,2020,5,2020-05,420000.00000000006,105000.00000000001,0.25,600,70.00000000000001,18,9,2,1,West Gear,1128299,9,"Denver, Estados Unidos",6,3,Colorado,West,In-store,Men's Athletic Footwear
623,2020-05-04,2020,5,2020-05,292500.00000000006,117000.00000000003,0.4,450,65.00000000000001,18,9,3,1,West Gear,1128299,9,"Denver, Estados Unidos",6,3,Colorado,West,In-store,Women's Street Footwear
624,2020-05-05,2020,5,2020-05,260000.00000000006,91000.00000000001,0.35,400,65.00000000000001,18,9,4,1,West Gear,1128299,9,"Denver, Estados Unidos",6,3,Colorado,West,In-store,Women's Athletic Footwear
625,2020-05-06,2020,5,2020-05,300000.00000000006,165000.0000000001,0.5500000000000002,400,75.00000000000001,18,9,5,1,West Gear,1128299,9,"Denver, Estados Unidos",6,3,Colorado,West,In-store,Men's Apparel
626,2020-05-07,2020,5,2020-05,297500.0,59500.0,0.2,425,70.0,18,9,6,1,West Gear,1128299,9,"Denver, Estados Unidos",6,3,Colorado,West,In-store,Women's Apparel
627,2020-05-08,2020,5,2020-05,288750.00000000006,115500.00000000003,0.4,525,55.0,18,9,1,1,West Gear,1128299,9,"Denver, Estados Unidos",6,3,Colorado,West,In-store,Men's Street Footwear
628,2020-05-09,2020,5,2020-05,315000.00000000006,78750.00000000001,0.25,525,60.00000000000001,18,9,2,1,West Gear,1128299,9,"Denver, Estados Unidos",6,3,Colorado,West,In-store,Men's Athletic Footwear
629,2020-05-10,2020,5,2020-05,192500.00000000003,77000.00000000001,0.4,350,55.0,18,9,3,1,West Gear,1128299,9,"Denver, Estados Unidos",6,3,Colorado,West,In-store,Women's Street Footwear
630,2020-05-11,2020,5,2020-05,178750.00000000003,62562.50000000001,0.35,325,55.0,18,9,4,1,West Gear,1128299,9,"Denver, Estados Unidos",6,3,Colorado,West,In-store,Women's Athletic Footwear
631,2020-05-12,2020,5,2020-05,195000.0,107250.00000000003,0.5500000000000002,300,65.0,18,9,5,1,West Gear,1128299,9,"Denver, Estados Unidos",6,3,Colorado,West,In-store,Men's Apparel
632,2020-05-13,2020,5,2020-05,245000.0,49000.0,0.2,350,70.0,18,9,6,1,West Gear,1128299,9,"Denver, Estados Unidos",6,3,Colorado,West,In-store,Women's Apparel
633,2020-05-14,2020,5,2020-05,316250.00000000006,126500.00000000003,0.4,575,55.0,18,9,1,1,West Gear,1128299,9,"Denver, Estados Unidos",6,3,Colorado,West,In-store,Men's Street Footwear
634,2020-05-15,2020,5,2020-05,345000.00000000006,86250.00000000001,0.25,575,60.00000000000001,18,9,2,1,West Gear,1128299,9,"Denver, Estados Unidos",6,3,Colorado,West,In-store,Men's Athletic Footwear
635,2020-05-16,2020,5,2020-05,233750.00000000003,93500.00000000001,0.4,425,55.0,18,9,3,1,West Gear,1128299,9,"Denver, Estados Unidos",6,3,Colorado,West,In-store,Women's Street Footwear
636,2020-05-17,2020,5,2020-05,260000.00000000006,91000.00000000001,0.35,400,65.00000000000001,18,9,4,1,West Gear,1128299,9,"Denver, Estados Unidos",6,3,Colorado,West,In-store,Women's Athletic Footwear
637,2020-05-18,2020,5,2020-05,281250.00000000006,154687.5000000001,0.5500000000000002,375,75.00000000000001,18,9,5,1,West Gear,1128299,9,"Denver, Estados Unidos",6,3,Colorado,West,In-store,Men's Apparel
638,2020-05-19,2020,5,2020-05,400000.00000000006,80000.00000000001,0.2,500,80.00000000000001,18,9,6,1,West Gear,1128299,9,"Denver, Estados Unidos",6,3,Colorado,West,In-store,Women's Apparel
639,2020-05-20,2020,5,2020-05,455000.0000000001,182000.00000000006,0.4,700,65.00000000000001,18,9,1,1,West Gear,1128299,9,"Denver, Estados Unidos",6,3,Colorado,West,In-store,Men's Street Footwear
640,2020-05-21,2020,5,2020-05,490000.0000000001,122500.00000000003,0.25,700,70.00000000000001,18,9,2,1,West Gear,1128299,9,"Denver, Estados Unidos",6,3,Colorado,West,In-store,Men's Athletic Footwear
641,2020-05-22,2020,5,2020-05,325000.00000000006,130000.00000000003,0.4,500,65.00000000000001,18,9,3,1,West Gear,1128299,9,"Denver, Estados Unidos",6,3,Colorado,West,In-store,Women's Street Footwear
642,2020-05-23,2020,5,2020-05,325000.00000000006,113750.00000000001,0.35,500,65.00000000000001,18,9,4,1,West Gear,1128299,9,"Denver, Estados Unidos",6,3,Colorado,West,In-store,Women's Athletic Footwear
643,2020-05-24,2020,5,2020-05,318750.00000000006,175312.5000000001,0.5500000000000002,425,75.00000000000001,18,9,5,1,West Gear,1128299,9,"Denver, Estados Unidos",6,3,Colorado,West,In-store,Men's Apparel
644,2020-05-25,2020,5,2020-05,420000.00000000006,84000.00000000001,0.2,525,80.00000000000001,18,9,6,1,West Gear,1128299,9,"Denver, Estados Unidos",6,3,Colorado,West,In-store,Women's Apparel
645,2020-05-26,2020,5,2020-05,180000.0,54000.0,0.3,450,40.0,18,9,1,1,West Gear,1128299,9,"Denver, Estados Unidos",6,3,Colorado,West,In-store,Men's Street Footwear
646,2020-05-27,2020,5,2020-05,225000.0,56250.0,0.25,450,50.0,18,9,2,1,West Gear,1128299,9,"Denver, Estados Unidos",6,3,Colorado,West,In-store,Men's Athletic Footwear
647,2020-05-28,2020,5,2020-05,225000.0,56250.0,0.25,450,50.0,18,9,3,1,West Gear,1128299,9,"Denver, Estados Unidos",6,3,Colorado,West,In-store,Women's Street Footwear
648,2020-05-29,2020,5,2020-05,150000.0,45000.0,0.3,300,50.0,18,9,4,1,West Gear,1128299,9,"Denver, Estados Unidos",6,3,Colorado,West,In-store,Women's Athletic Footwear
649,2020-05-30,2020,5,2020-05,137500.00000000003,34375.00000000001,0.25,250,55.0,19,10,5,1,West Gear,1128299,10,"Seattle, Estados Unidos",47,3,Washington,West,In-store,Men's Apparel
650,2020-05-31,2020,5,2020-05,250000.0,50000.0,0.2,500,50.0,19,10,6,1,West Gear,1128299,10,"Seattle, Estados Unidos",47,3,Washington,West,In-store,Women's Apparel
651,2020-06-01,2020,6,2020-06,220000.0,66000.0,0.3,550,40.0,19,10,1,1,West Gear,1128299,10,"Seattle, Estados Unidos",47,3,Washington,West,In-store,Men's Street Footwear
652,2020-06-02,2020,6,2020-06,225000.0,56250.0,0.25,450,50.0,19,10,2,1,West Gear,1128299,10,"Seattle, Estados Unidos",47,3,Washington,West,In-store,Men's Athletic Footwear
653,2020-06-03,2020,6,2020-06,225000.0,56250.0,0.25,450,50.0,19,10,3,1,West Gear,1128299,10,"Seattle, Estados Unidos",47,3,Washington,West,In-store,Women's Street Footwear
654,2020-06-04,2020,6,2020-06,150000.0,45000.0,0.3,300,50.0,19,10,4,1,West Gear,1128299,10,"Seattle, Estados Unidos",47,3,Washington,West,In-store,Women's Athletic Footwear
655,2020-06-05,2020,6,2020-06,123750.00000000001,30937.500000000004,0.25,225,55.0,19,10,5,1,West Gear,1128299,10,"Seattle, Estados Unidos",47,3,Washington,West,In-store,Men's Apparel
656,2020-06-06,2020,6,2020-06,212500.0,42500.0,0.2,425,50.0,19,10,6,1,West Gear,1128299,10,"Seattle, Estados Unidos",47,3,Washington,West,In-store,Women's Apparel
657,2020-06-07,2020,6,2020-06,287500.0,86250.0,0.3,575,50.0,19,10,1,1,West Gear,1128299,10,"Seattle, Estados Unidos",47,3,Washington,West,In-store,Men's Street Footwear
658,2020-06-08,2020,6,2020-06,255000.0,63750.0,0.25,425,60.0,19,10,2,1,West Gear,1128299,10,"Seattle, Estados Unidos",47,3,Washington,West,In-store,Men's Athletic Footwear
659,2020-06-09,2020,6,2020-06,276249.99999999994,69062.49999999999,0.25,425,64.99999999999999,19,10,3,1,West Gear,1128299,10,"Seattle, Estados Unidos",47,3,Washington,West,In-store,Women's Street Footwear
660,2020-06-10,2020,6,2020-06,211249.99999999994,63374.99999999998,0.3,325,64.99999999999999,19,10,4,1,West Gear,1128299,10,"Seattle, Estados Unidos",47,3,Washington,West,In-store,Women's Athletic Footwear
661,2020-06-11,2020,6,2020-06,122500.0,30625.0,0.25,175,70.0,19,10,5,1,West Gear,1128299,10,"Seattle, Estados Unidos",47,3,Washington,West,In-store,Men's Apparel
662,2020-06-12,2020,6,2020-06,243749.99999999994,48749.99999999999,0.2,375,64.99999999999999,19,10,6,1,West Gear,1128299,10,"Seattle, Estados Unidos",47,3,Washington,West,In-store,Women's Apparel
663,2020-06-13,2020,6,2020-06,385000.0,115500.0,0.3,550,70.0,19,10,1,1,West Gear,1128299,10,"Seattle, Estados Unidos",47,3,Washington,West,In-store,Men's Street Footwear
664,2020-06-14,2020,6,2020-06,262500.0,65625.0,0.25,350,75.0,19,10,2,1,West Gear,1128299,10,"Seattle, Estados Unidos",47,3,Washington,West,In-store,Men's Athletic Footwear
665,2020-06-15,2020,6,2020-06,300000.0,75000.0,0.25,400,75.0,19,10,3,1,West Gear,1128299,10,"Seattle, Estados Unidos",47,3,Washington,West,In-store,Women's Street Footwear
666,2020-06-16,2020,6,2020-06,180000.0,54000.0,0.3,300,60.0,19,10,4,1,West Gear,1128299,10,"Seattle, Estados Unidos",47,3,Washington,West,In-store,Women's Athletic Footwear
667,2020-06-17,2020,6,2020-06,130000.0,32500.0,0.25,200,65.0,19,10,5,1,West Gear,1128299,10,"Seattle, Estados Unidos",47,3,Washington,West,In-store,Men's Apparel
668,2020-06-18,2020,6,2020-06,280000.0,56000.0,0.2,350,80.0,19,10,6,1,West Gear,1128299,10,"Seattle, Estados Unidos",47,3,Washington,West,In-store,Women's Apparel
669,2020-06-19,2020,6,2020-06,330000.0,99000.0,0.3,550,60.0,19,10,1,1,West Gear,1128299,10,"Seattle, Estados Unidos",47,3,Washington,West,In-store,Men's Street Footwear
670,2020-06-20,2020,6,2020-06,260000.0,65000.0,0.25,400,65.0,19,10,2,1,West Gear,1128299,10,"Seattle, Estados Unidos",47,3,Washington,West,In-store,Men's Athletic Footwear
671,2020-06-21,2020,6,2020-06,260000.0,65000.0,0.25,400,65.0,19,10,3,1,West Gear,1128299,10,"Seattle, Estados Unidos",47,3,Washington,West,In-store,Women's Street Footwear
672,2020-06-22,2020,6,2020-06,180000.0,54000.0,0.3,300,60.0,19,10,4,1,West Gear,1128299,10,"Seattle, Estados Unidos",47,3,Washington,West,In-store,Women's Athletic Footwear
673,2020-06-23,2020,6,2020-06,130000.0,32500.0,0.25,200,65.0,19,10,5,1,West Gear,1128299,10,"Seattle, Estados Unidos",47,3,Washington,West,In-store,Men's Apparel
674,2020-06-24,2020,6,2020-06,400000.0,80000.0,0.2,500,80.0,19,10,6,1,West Gear,1128299,10,"Seattle, Estados Unidos",47,3,Washington,West,In-store,Women's Apparel
675,2020-06-25,2020,6,2020-06,562500.0,168750.0,0.3,750,75.0,19,10,1,1,West Gear,1128299,10,"Seattle, Estados Unidos",47,3,Washington,West,In-store,Men's Street Footwear
676,2020-06-26,2020,6,2020-06,500000.0,125000.0,0.25,625,80.0,19,10,2,1,West Gear,1128299,10,"Seattle, Estados Unidos",47,3,Washington,West,In-store,Men's Athletic Footwear
677,2020-06-27,2020,6,2020-06,500000.0,125000.0,0.25,625,80.0,19,10,3,1,West Gear,1128299,10,"Seattle, Estados Unidos",47,3,Washington,West,In-store,Women's Street Footwear
678,2020-06-28,2020,6,2020-06,400000.0,120000.0,0.3,500,80.0,19,10,4,1,West Gear,1128299,10,"Seattle, Estados Unidos",47,3,Washington,West,In-store,Women's Athletic Footwear
679,2020-06-29,2020,6,2020-06,318750.00000000006,79687.50000000001,0.25,375,85.00000000000001,19,10,5,1,West Gear,1128299,10,"Seattle, Estados Unidos",47,3,Washington,West,In-store,Men's Apparel
680,2020-06-30,2020,6,2020-06,675000.0,135000.0,0.2,675,100.0,19,10,6,1,West Gear,1128299,10,"Seattle, Estados Unidos",47,3,Washington,West,In-store,Women's Apparel
681,2020-07-01,2020,7,2020-07,660000.0,198000.0,0.3,825,80.0,19,10,1,1,West Gear,1128299,10,"Seattle, Estados Unidos",47,3,Washington,West,In-store,Men's Street Footwear
682,2020-07-02,2020,7,2020-07,573750.0000000001,143437.50000000003,0.25,675,85.00000000000001,19,10,2,1,West Gear,1128299,10,"Seattle, Estados Unidos",47,3,Washington,West,In-store,Men's Athletic Footwear
683,2020-07-03,2020,7,2020-07,531250.0000000001,132812.50000000003,0.25,625,85.00000000000001,19,10,3,1,West Gear,1128299,10,"Seattle, Estados Unidos",47,3,Washington,West,In-store,Women's Street Footwear
684,2020-07-04,2020,7,2020-07,420000.0,126000.0,0.3,525,80.0,19,10,4,1,West Gear,1128299,10,"Seattle, Estados Unidos",47,3,Washington,West,In-store,Women's Athletic Footwear
685,2020-07-05,2020,7,2020-07,488750.00000000006,122187.50000000001,0.25,575,85.00000000000001,19,10,5,1,West Gear,1128299,10,"Seattle, Estados Unidos",47,3,Washington,West,In-store,Men's Apparel
686,2020-07-06,2020,7,2020-07,575000.0,115000.0,0.2,575,100.0,19,10,6,1,West Gear,1128299,10,"Seattle, Estados Unidos",47,3,Washington,West,In-store,Women's Apparel
687,2020-07-07,2020,7,2020-07,658750.0000000001,197625.00000000003,0.3,775,85.00000000000001,19,10,1,1,West Gear,1128299,10,"Seattle, Estados Unidos",47,3,Washington,West,In-store,Men's Street Footwear
688,2020-07-08,2020,7,2020-07,600000.0000000001,150000.00000000003,0.25,750,80.00000000000001,19,10,2,1,West Gear,1128299,10,"Seattle, Estados Unidos",47,3,Washington,West,In-store,Men's Athletic Footwear
689,2020-07-09,2020,7,2020-07,468750.0000000001,117187.50000000003,0.25,625,75.00000000000001,19,10,3,1,West Gear,1128299,10,"Seattle, Estados Unidos",47,3,Washington,West,In-store,Women's Street Footwear
690,2020-07-10,2020,7,2020-07,431250.00000000006,129375.00000000001,0.3,575,75.00000000000001,19,10,4,1,West Gear,1128299,10,"Seattle, Estados Unidos",47,3,Washington,West,In-store,Women's Athletic Footwear
691,2020-07-11,2020,7,2020-07,431250.0,107812.5,0.25,575,75.0,19,10,5,1,West Gear,1128299,10,"Seattle, Estados Unidos",47,3,Washington,West,In-store,Men's Apparel
692,2020-07-12,2020,7,2020-07,320000.0,64000.0,0.2,400,80.0,19,10,6,1,West Gear,1128299,10,"Seattle, Estados Unidos",47,3,Washington,West,In-store,Women's Apparel
693,2020-07-13,2020,7,2020-07,420000.00000000006,126000.00000000001,0.3,600,70.00000000000001,19,10,1,1,West Gear,1128299,10,"Seattle, Estados Unidos",47,3,Washington,West,In-store,Men's Street Footwear
694,2020-07-14,2020,7,2020-07,450000.0000000002,112500.00000000004,0.25,600,75.00000000000003,19,10,2,1,West Gear,1128299,10,"Seattle, Estados Unidos",47,3,Washington,West,In-store,Men's Athletic Footwear
695,2020-07-15,2020,7,2020-07,315000.00000000006,78750.00000000001,0.25,450,70.00000000000001,19,10,3,1,West Gear,1128299,10,"Seattle, Estados Unidos",47,3,Washington,West,In-store,Women's Street Footwear
696,2020-07-16,2020,7,2020-07,280000.00000000006,84000.00000000001,0.3,400,70.00000000000001,19,10,4,1,West Gear,1128299,10,"Seattle, Estados Unidos",47,3,Washington,West,In-store,Women's Athletic Footwear
697,2020-07-17,2020,7,2020-07,340000.00000000006,85000.00000000001,0.25,425,80.00000000000001,19,10,5,1,West Gear,1128299,10,"Seattle, Estados Unidos",47,3,Washington,West,In-store,Men's Apparel
698,2020-07-18,2020,7,2020-07,292500.0,58500.0,0.2,450,65.0,19,10,6,1,West Gear,1128299,10,"Seattle, Estados Unidos",47,3,Washington,West,In-store,Women's Apparel
699,2020-07-19,2020,7,2020-07,330000.00000000006,99000.00000000001,0.3,550,60.00000000000001,19,10,1,1,West Gear,1128299,10,"Seattle, Estados Unidos",47,3,Washington,West,In-store,Men's Street Footwear
700,2020-07-20,2020,7,2020-07,357500.00000000006,89375.00000000001,0.25,550,65.00000000000001,19,10,2,1,West Gear,1128299,10,"Seattle, Estados Unidos",47,3,Washington,West,In-store,Men's Athletic Footwear
701,2020-07-21,2020,7,2020-07,225000.00000000003,56250.00000000001,0.25,375,60.00000000000001,19,10,3,1,West Gear,1128299,10,"Seattle, Estados Unidos",47,3,Washington,West,In-store,Women's Street Footwear
702,2020-07-22,2020,7,2020-07,210000.00000000003,63000.00000000001,0.3,350,60.00000000000001,19,10,4,1,West Gear,1128299,10,"Seattle, Estados Unidos",47,3,Washington,West,In-store,Women's Athletic Footwear
703,2020-07-23,2020,7,2020-07,227500.0,56875.0,0.25,325,70.0,19,10,5,1,West Gear,1128299,10,"Seattle, Estados Unidos",47,3,Washington,West,In-store,Men's Apparel
704,2020-07-24,2020,7,2020-07,281250.00000000006,56250.000000000015,0.2,375,75.00000000000001,19,10,6,1,West Gear,1128299,10,"Seattle, Estados Unidos",47,3,Washington,West,In-store,Women's Apparel
